Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC14_1
a,0,Unknown species,02.06.08,,Species unknown,NA
sp,10,Struthio camelus,02.06.08,,Struthio camelus,1
sp,20,Gavia stellata,02.06.08,,Gavia stellata,7283
o,21,Gavia stellata stellata,14.11.23,Obsolete code. Monotypic species in the current classification.,Gavia stellata stellata,NA
o,22,Gavia stellata squamata,14.11.23,Obsolete code. Subspecies no longer recognized.,Gavia stellata squamata,NA
sp,30,Gavia arctica,02.06.08,,Gavia arctica,7284
ssp,31,Gavia arctica arctica,20.07.09,,Gavia arctica arctica,7285
ssp,32,Gavia arctica viridigularis,20.07.09,,Gavia arctica viridigularis,7286
sp,33,Gavia pacifica,14.11.23,,Gavia arctica pacifica,7287
sp,40,Gavia immer,02.06.08,,Gavia immer,7289
sp,50,Gavia adamsii,02.06.08,,Gavia adamsii,7290
a,59,Gavia sp.,02.06.08,,Gavia sp.,NA
sp,60,Podilymbus podiceps,02.06.08,,Podilymbus podiceps,6215
sp,70,Tachybaptus ruficollis,02.06.08,,Tachybaptus ruficollis,6188
sp,80,Tachybaptus dominicus,02.06.08,,Tachybaptus dominicus,6209
sp,90,Podiceps cristatus,02.06.08,,Podiceps cristatus,6233
sp,100,Podiceps grisegena,02.06.08,,Podiceps grisegena,6230
sp,110,Podiceps auritus,02.06.08,,Podiceps auritus,6237
sp,120,Podiceps nigricollis,02.06.08,,Podiceps nigricollis,6240
a,129,Podicipedidae sp.,14.11.23,Extent of code has changed over time. All former Podiceps species were included.,Podiceps sp.,NA
sp,130,Aechmophorus occidentalis,14.11.23,Excludes Aechmophorus clarkii,Aechmophorus occidentalis,6253
sp,140,Thalassarche melanophris,02.06.08,,Diomedea melanophris,7393
a,150,Thalassarche chlororhynchos/carteri,02.06.08,,Diomedea chlororhynchos,NA
sp,151,Thalassarche chlororhynchos,14.11.23,Excludes Thalassarche carteri,Thalassarche chlororhynchos,7377
sp,152,Thalassarche carteri,17.01.19,Formerly Diomedea chlororhynchos bassi,Thalassarche carteri,7379
sp,160,Thalassarche cauta,02.06.08,,Diomedea cauta,7385
sp,170,Phoebastria nigripes,02.06.08,,Diomedea nigripes,7373
sp,180,Phoebastria immutabilis,02.06.08,,Diomedea immutabilis,7372
sp,190,Phoebastria albatrus,02.06.08,,Diomedea albatrus,7374
a,200,Diomedea exulans sensu lato,14.11.23,Includes Diomedea dabbenena,Diomedea exulans,NA
sp,201,Diomedea exulans,14.11.23,Excludes Diomedea dabbenena,,NA
a,210,Macronectes sp.,17.01.19,,Macronectes giganteus,NA
sp,211,Macronectes giganteus,17.01.19,,Macronectes giganteus s.s.,7427
sp,212,Macronectes halli,17.01.19,Formerly M. giganteus halli ,Macronectes halli,7428
sp,220,Fulmarus glacialis,02.06.08,,Fulmarus glacialis,7429
ssp,221,Fulmarus glacialis glacialis,02.06.08,,Fulmarus glacialis glacialis,7430
sp,230,Daption capense,02.06.08,,Daption capense,7436
sp,240,Pterodroma arminjoniana,02.06.08,,Pterodroma arminjoniana,7494
sp,250,Pterodroma neglecta,02.06.08,,Pterodroma neglecta,7489
a,260,Pterodroma mollis sensu lato,14.11.23,Soft-plumaged Petrel species. Includes Pterdoroma madeira; P. feae; P. deserta,Pterodroma mollis,NA
sp,261,Pterodroma mollis,30.01.12,Soft-plumaged petrel. Formerly P.m. mollis,Pterodroma mollis,7471
a,262,Pterodroma feae sensu lato,14.11.23,Fea's Petrel. Formerly P. m. feae. Includes Pterodroma deserta,Pterodroma feae,NA
a,263,Pterodroma madeira,30.01.12,Zino's Petrel. Formerly P. m. madeira,Pterodroma madeira,7474
sp,264,Pterodroma feae,14.11.23,Excludes Pterodroma deserta; P. madeira,,7476
sp,270,Pterodroma inexpectata,02.06.08,,Pterodroma inexpectata,7503
sp,280,Pterodroma solandri,02.06.08,,Pterodroma solandri,7468
sp,290,Pterodroma hasitata,02.06.08,,Pterodroma hasitata,7481
sp,300,Pterodroma hypoleuca,02.06.08,,Pterodroma hypoleuca,7508
sp,310,Pterodroma cookii,02.06.08,,Pterodroma cookii,7515
sp,320,Pterodroma longirostris,02.06.08,,Pterodroma longirostris,7517
sp,330,Pterodroma leucoptera,02.06.08,,Pterodroma leucoptera,7509
sp,340,Bulweria bulwerii,02.06.08,,Bulweria bulwerii,7616
sp,350,Bulweria fallax,02.06.08,,Bulweria fallax,7618
a,360,Calonectris diomedea sensu lato,14.11.23,Includes Calonectris diomedea; C. borealis,Calonectris diomedea,NA
sp,361,Calonectris borealis,14.11.23,,Calonectris diomedea borealis,7539
sp,362,Calonectris edwardsii,19.03.12,,Calonectris edwardsii,7543
sp,363,Calonectris diomedea,,Excludes Calonectris borealis,,7541
sp,370,Calonectris leucomelas,02.06.08,,Calonectris leucomelas,7538
sp,380,Ardenna carneipes,02.06.08,,Puffinus carneipes,7552
sp,390,Ardenna creatopus,02.06.08,,Puffinus creatopus,7551
sp,400,Ardenna gravis,02.06.08,,Puffinus gravis,7553
sp,410,Ardenna pacifica,02.06.08,,Puffinus pacificus,7545
sp,420,Ardenna bulleri,02.06.08,,Puffinus bulleri,7548
sp,430,Ardenna grisea,02.06.08,,Puffinus griseus,7549
sp,440,Ardenna tenuirostris,02.06.08,,Puffinus tenuirostris,7550
sp,450,Puffinus nativitatis,02.06.08,,Puffinus nativitatis,7554
a,460,Puffinus puffinus sensu lato,14.11.23,Includes P. yelkouan; P. mauretanicus,Puffinus puffinus,NA
sp,461,Puffinus puffinus,14.11.23,Includes P. p. canariensis. Excludes P. yelkouan; P. mauretanicus,Puffinus puffinus puffinus,7555
sp,462,Puffinus yelkouan,02.06.08,,Puffinus puffinus yelkouan,7558
sp,463,Puffinus mauretanicus,02.06.08,,Puffinus puffinus mauretanicus,7560
sp,470,Puffinus auricularis,02.06.08,,Puffinus auricularis,7565
a,480,Puffinus assimilis sensu lato,14.11.23,Includes Puffinus baroli; P. boydi; P. bannermani,Puffinus assimilis,NA
sp,481,Puffinus assimilis,14.11.23,Excludes Puffinus baroli; P. boydi; P. bannermani,Puffinus assimilis assimilis,7592
sp,482,Puffinus baroli,02.06.08,,Puffinus assimilis baroli,7599
sp,483,Puffinus boydi,14.11.23,,Puffinus assimilis boydi,7601
sp,484,Puffinus persicus,02.06.08,,Puffinus assimilis persicus,7576
sp,485,Puffinus bannermani,02.06.08,,Puffinus assimilis bannermani,7588
sp,490,Puffinus lherminieri,14.11.23,Excludes Puffinus boydi,Puffinus lherminieri,7573
sp,491,Puffinus bailloni,07.07.14,Tropical shearwater,Puffinus bailloni,7579
o,499,Puffinus/Ardenna,14.11.23,Not monophyletic and thus of low taxonomic meaning. The use of this code is not recommended.,Puffinus sp.,NA
sp,500,Oceanites oceanicus,02.06.08,,Oceanites oceanicus,7329
sp,510,Pelagodroma marina,02.06.08,,Pelagodroma marina,7338
sp,520,Hydrobates pelagicus,02.06.08,,Hydrobates pelagicus,7397
ssp,521,Hydrobates pelagicus pelagicus,02.06.08,,Hydrobates pelagicus pelagicus,7398
ssp,522,Hydrobates pelagicus melitensis,02.06.08,,Hydrobates pelagicus melitensis,7399
sp,530,Hydrobates microsoma,14.11.23,,Halocyptena microsoma,7426
sp,540,Hydrobates furcatus,14.11.23,,Oceanodroma furcata,7400
sp,550,Hydrobates leucorhous,30.07.21,,Oceanodroma leucorhoa,7406
sp,560,Hydrobates monorhis,30.07.21,,Oceanodroma monorhis,7404
sp,570,Hydrobates homochroa,14.11.23,,Oceanodroma homochroa,7414
a,580,Hydrobates castro sensu lato,14.11.23,Includes Hydrobates monteiroi,Oceanodroma castro,NA
sp,581,Hydrobates monteiroi,14.11.23,Monteiro's Storm Petrel,Oceanodroma monteiroi,7416
sp,582,Hydrobates castro,14.11.23,Excludes Hydrobates monteiroi,,7415
sp,590,Hydrobates tethys,14.11.23,,Oceanodroma tethys,7419
sp,600,Hydrobates melania,14.11.23,,Oceanodroma melania,7422
sp,610,Hydrobates matsudairae,14.11.23,,Oceanodroma matsudairae,7405
sp,620,Hydrobates macrodactylus,14.11.23,,Oceanodroma macrodactyla,7423
sp,630,Hydrobates tristrami,14.11.23,,Oceanodroma tristrami,7425
a,639,Hydrobates sp.,14.11.23,Extent of code has changed over time. All former Oceanodroma species were included.,Oceanodroma sp.,NA
sp,640,Phaethon aethereus,02.06.08,,Phaethon aethereus,7267
sp,650,Phaethon rubricauda,02.06.08,,Phaethon rubricauda,7271
sp,660,Phaethon lepturus,02.06.08,,Phaethon lepturus,7276
sp,670,Sula sula,02.06.08,,Sula sula,7670
sp,680,Sula dactylatra,02.06.08,,Sula dactylatra,7679
sp,690,Sula nebouxii,02.06.08,,Sula nebouxii,7686
sp,700,Sula leucogaster,02.06.08,,Sula leucogaster,7674
sp,710,Morus bassanus,02.06.08,,Sula bassana,7667
sp,712,Morus capensis,02.06.08,,Sula bassana capensis,7668
sp,720,Phalacrocorax carbo,02.06.08,,Phalacrocorax carbo,7737
ssp,721,Phalacrocorax carbo carbo,02.06.08,,Phalacrocorax carbo carbo,7738
ssp,722,Phalacrocorax carbo sinensis,02.06.08,,Phalacrocorax carbo sinensis,7740
sp,730,Phalacrocorax capillatus,02.06.08,,Phalacrocorax capillatus,7734
sp,740,Urile perspicillatus,14.11.23,Extinct,Phalacrocorax perspicillatus,NA
sp,750,Urile pelagicus,14.11.23,,Phalacrocorax pelagicus,7716
sp,760,Urile urile,14.11.23,,Phalacrocorax urile,7715
sp,770,Urile penicillatus,14.11.23,,Phalacrocorax penicillatus,7714
sp,780,Nannopterum auritum,30.07.21,,Phalacrocorax auritus,7754
sp,790,Nannopterum brasilianum,14.11.23,,Phalacrocorax olivaceus,7751
sp,800,Gulosus aristotelis,30.07.21,,Phalacrocorax aristotelis,7746
ssp,801,Gulosus aristotelis aristotelis,30.07.21,,Phalacrocorax aristotelis aristotelis,7747
ssp,802,Gulosus aristotelis desmarestii,30.07.21,,Phalacrocorax aristotelis desmarestii,7749
sp,810,Phalacrocorax nigrogularis,02.06.08,,Phalacrocorax nigrogularis,7721
sp,820,Microcarbo pygmaeus,02.06.08,,Phalacrocorax pygmeus,7702
sp,830,Microcarbo africanus,02.06.08,,Phalacrocorax africanus,7703
sp,840,Microcarbo niger,02.06.08,,Phalacrocorax niger,7708
a,849,Phalacrocoracidae sp.,02.06.08,,Phalacrocorax sp.,NA
sp,850,Anhinga anhinga,02.06.08,,Anhinga anhinga,7690
sp,860,Anhinga melanogaster,02.06.08,,Anhinga melanogaster,7696
sp,870,Pelecanus erythrorhynchos,02.06.08,,Pelecanus erythrorhynchos,8079
sp,880,Pelecanus onocrotalus,02.06.08,,Pelecanus onocrotalus,8072
sp,890,Pelecanus crispus,02.06.08,,Pelecanus crispus,8076
sp,900,Pelecanus rufescens,02.06.08,,Pelecanus rufescens,8073
sp,910,Pelecanus occidentalis,02.06.08,,Pelecanus occidentalis,8080
a,919,Pelecanidae sp.,02.06.08,,Pelecanus sp.,NA
sp,920,Fregata minor,02.06.08,,Fregata minor,7659
sp,930,Fregata magnificens,02.06.08,,Fregata magnificens,7651
sp,940,Fregata ariel,02.06.08,,Fregata ariel,7655
sp,950,Botaurus stellaris,02.06.08,,Botaurus stellaris,7877
sp,960,Botaurus lentiginosus,02.06.08,,Botaurus lentiginosus,7881
sp,970,Ixobrychus exilis,02.06.08,,Ixobrychus exilis,7886
sp,980,Ixobrychus minutus,02.06.08,,Ixobrychus minutus,7900
sp,990,Ixobrychus sinensis,02.06.08,,Ixobrychus sinensis,7904
sp,1000,Ixobrychus eurhythmus,02.06.08,,Ixobrychus eurhythmus,7898
sp,1010,Ixobrychus cinnamomeus,02.06.08,,Ixobrychus cinnamomeus,7897
sp,1020,Ixobrychus sturmii,02.06.08,,Ardeirallus sturmii,7899
sp,1030,Gorsachius goisagi,02.06.08,,Gorsachius goisagi,7936
sp,1040,Nycticorax nycticorax,02.06.08,,Nycticorax nycticorax,7917
sp,1050,Nycticorax caledonicus,02.06.08,,Nycticorax caledonicus,7926
sp,1060,Nyctanassa violacea,02.06.08,,Nycticorax violaceus,7909
sp,1070,Butorides virescens,14.11.23,Excludes Butorides striata; B. sundevalli,Butorides striatus,8007
sp,1080,Ardeola ralloides,02.06.08,,Ardeola ralloides,8014
sp,1090,Ardeola grayii,02.06.08,,Ardeola grayii,8018
sp,1100,Ardeola bacchus,02.06.08,,Ardeola bacchus,8019
sp,1110,Bubulcus ibis,02.06.08,,Bubulcus ibis,8023
sp,1120,Egretta caerulea,02.06.08,,Hydranassa caerulea,7941
sp,1130,Egretta tricolor,02.06.08,,Hydranassa tricolor,7942
sp,1140,Egretta rufescens,02.06.08,,Hydranassa rufescens,7947
sp,1150,Egretta thula,02.06.08,,Egretta thula,7956
sp,1160,Egretta eulophotes,02.06.08,,Egretta eulophotes,7955
sp,1170,Egretta sacra,02.06.08,,Egretta sacra,7952
sp,1180,Egretta gularis,02.06.08,,Egretta gularis,7965
ssp,1181,Egretta gularis gularis,02.06.08,,Egretta gularis gularis,7966
ssp,1182,Egretta gularis schistacea,02.06.08,,Egretta gularis schistacea,7967
sp,1190,Egretta garzetta,02.06.08,,Egretta garzetta,7959
sp,1200,Ardea intermedia,02.06.08,,Egretta intermedia,8039
sp,1210,Ardea alba,02.06.08,,Egretta alba,8029
a,1219,Egretta sp.,14.11.23,Extent of code has changed over time. Ardea alba; A. intermedia were included.,Egretta sp.,NA
sp,1220,Ardea cinerea,02.06.08,,Ardea cinerea,8043
sp,1230,Ardea herodias,02.06.08,,Ardea herodias,8048
sp,1240,Ardea purpurea,02.06.08,,Ardea purpurea,8056
sp,1250,Ardea goliath,02.06.08,,Ardea goliath,8067
a,1259,Ardea sp.,14.11.23,Extent of code has changed over time. Ardea alba; A. intermedia were excluded.,Ardea sp.,NA
sp,1260,Scopus umbretta,02.06.08,,Scopus umbretta,8068
sp,1270,Mycteria americana,02.06.08,,Mycteria americana,7626
sp,1280,Mycteria leucocephala,02.06.08,,Mycteria leucocephala,7628
sp,1290,Mycteria ibis,02.06.08,,Mycteria ibis,7627
sp,1300,Anastomus oscitans,02.06.08,,Anastomus oscitans,7622
sp,1310,Ciconia nigra,02.06.08,,Ciconia nigra,7643
sp,1320,Ciconia abdimii,02.06.08,,Ciconia abdimii,7635
sp,1330,Ciconia episcopus,02.06.08,,Ciconia episcopus,7638
sp,1340,Ciconia ciconia,02.06.08,,Ciconia ciconia,7645
a,1349,Ciconia sp.,02.06.08,,Ciconia sp.,NA
sp,1350,Leptoptilos crumenifer,02.06.08,,Leptoptilos crumeniferus,7623
sp,1360,Plegadis falcinellus,02.06.08,,Plegadis falcinellus,7844
sp,1370,Plegadis chihi,02.06.08,,Plegadis chihi,7845
sp,1380,Eudocimus albus,02.06.08,,Eudocimus albus,7840
sp,1390,Eudocimus ruber,02.06.08,,Eudocimus ruber,7843
sp,1400,Geronticus eremita,02.06.08,,Geronticus eremita,7810
sp,1410,Nipponia nippon,02.06.08,,Nipponia nippon,7812
sp,1420,Threskiornis aethiopicus,02.06.08,,Threskiornis aethiopicus,7792
sp,1430,Threskiornis melanocephalus,02.06.08,,Threskiornis melanocephalus,7798
sp,1440,Platalea leucorodia,02.06.08,,Platalea leucorodia,7850
sp,1450,Platalea minor,02.06.08,,Platalea minor,7854
sp,1460,Platalea ajaja,02.06.08,,Platalea ajaja,7859
a,1470,Phoenicopterus ruber sensu lato,14.11.23,Includes Phoenicopterus roseus,Phoenicopterus ruber,NA
sp,1471,Phoenicopterus ruber,14.11.23,Excludes Phoenicopterus roseus,Phoenicopterus ruber ruber,6261
sp,1472,Phoenicopterus roseus,02.06.08,,Phoenicopterus ruber roseus,6259
sp,1480,Phoeniconaias minor,02.06.08,,Phoenicopterus minor,6264
sp,1490,Dendrocygna bicolor,02.06.08,,Dendrocygna bicolor,230
sp,1500,Dendrocygna arborea,02.06.08,,Dendrocygna arborea,229
sp,1510,Dendrocygna autumnalis,02.06.08,,Dendrocygna autumnalis,225
sp,1520,Cygnus olor,02.06.08,,Cygnus olor,296
sp,1530,Cygnus columbianus,02.06.08,,Cygnus columbianus,298
ssp,1531,Cygnus columbianus columbianus,02.06.08,,Cygnus columbianus columbianus,299
ssp,1532,Cygnus columbianus bewickii,02.06.08,,Cygnus columbianus bewickii,301
sp,1540,Cygnus cygnus,02.06.08,,Cygnus cygnus,302
sp,1550,Cygnus buccinator,02.06.08,,Cygnus buccinator,297
a,1559,Cygnus sp.,02.06.08,,Cygnus sp.,NA
sp,1560,Anser cygnoides,02.06.08,,Anser cygnoides,274
a,1569,Anserinae sp.,07.07.14,Goose species,Anser spp / Branta spp.,NA
a,1570,Anser fabalis sensu lato,10.01.2024,Includes Anser serrirostris,Anser fabalis,NA
ssp,1571,Anser fabalis fabalis,10.01.2024,,Anser fabalis fabalis,276
ssp,1572,Anser fabalis johanseni,10.01.2024,,Anser fabalis jonanseni,277
o,1573,Obsolete code,10.01.2024,Species or subspecies not recognized / extinct.,Anser fabalis neglecticus,NA
sp,1574,Anser serrirostris,02.06.08,,Anser fabalis rossicus,282
sp,1575,Anser fabalis,10.01.2024,Excludes Anser serrirostris,,275
sp,1580,Anser brachyrhynchus,02.06.08,,Anser brachyrhynchus,280
sp,1590,Anser albifrons,02.06.08,,Anser albifrons,285
ssp,1591,Anser albifrons albifrons,02.06.08,,Anser albifrons albifrons,287
ssp,1592,Anser albifrons flavirostris,02.06.08,,Anser albifrons flavirostris,286
sp,1600,Anser erythropus,02.06.08,,Anser erythropus,292
sp,1610,Anser anser,02.06.08,,Anser anser,271
ssp,1611,Anser anser anser,09.11.09,,Anser anser anser,272
ssp,1612,Anser anser rubrirostris,09.11.09,,Anser anser rubrirostris,273
f,1613,Anser anser var. domestica,09.11.09,,Anser anser domestica,NA
sp,1620,Anser indicus,02.06.08,,Anser indicus,265
sp,1630,Anser caerulescens,02.06.08,,Anser caerulescens,268
ssp,1631,Anser caerulescens caerulescens,02.06.08,,Anser caerulescens caerulescens,269
ssp,1632,Anser caerulescens atlanticus,02.06.08,,Anser caerulescens atlanticus,270
sp,1640,Anser rossii,02.06.08,,Anser rossii,267
sp,1650,Anser canagicus,02.06.08,,Anser canagicus,266
a,1659,Anser sp.,02.06.08,,Anser spp.,NA
sp,1660,Branta canadensis,10.01.2024,Excludes Branta hutchinsii,Branta canadensis,250
ssp,1661,Branta canadensis canadensis,02.06.08,,Branta canadensis canadensis,257
ssp,1662,Branta canadensis occidentalis,02.06.08,,Branta canadensis occidentalis,251
ssp,1663,Branta canadensis parvipes,02.06.08,,Branta canadensis parvipes,254
ssp,1664,Branta hutchinsii hutchinsii,02.06.08,,Branta canadensis hutchinsii,264
ssp,1665,Branta hutchinsii leucopareia,10.01.2024,Includes extinct asiatica,Branta canadensis asiatica,260
sp,1666,Branta hutchinsii,10.01.2024,,,259
sp,1670,Branta leucopsis,02.06.08,,Branta leucopsis,258
sp,1680,Branta bernicla,02.06.08,,Branta bernicla,243
ssp,1681,Branta bernicla bernicla,02.06.08,,Branta bernicla bernicla,246
ssp,1682,Branta bernicla hrota,02.06.08,,Branta bernicla hrota,247
ssp,1683,Branta bernicla nigricans,02.06.08,,Branta bernicla nigricans,244
sp,1690,Branta ruficollis,02.06.08,,Branta ruficollis,248
a,1699,Branta sp.,02.06.08,,Branta sp.,NA
sp,1700,Alopochen aegyptiaca,02.06.08,,Alopochen aegyptiacus,326
sp,1710,Tadorna ferruginea,02.06.08,,Tadorna ferruginea,343
sp,1720,Tadorna cristata,02.06.08,,Tadorna cristata,347
sp,1730,Tadorna tadorna,02.06.08,,Tadorna tadorna,342
sp,1740,Plectropterus gambensis,02.06.08,,Plectropterus gambensis,318
sp,1750,Cairina moschata,02.06.08,,Cairina moschata,350
sp,1760,Nettapus coromandelianus,02.06.08,,Nettapus coromandelianus,358
sp,1770,Aix sponsa,02.06.08,,Aix sponsa,353
sp,1780,Aix galericulata,02.06.08,,Aix galericulata,354
sp,1790,Mareca penelope,02.06.08,,Anas penelope,395
sp,1800,Mareca americana,02.06.08,,Anas americana,397
sp,1810,Mareca falcata,02.06.08,,Anas falcata,394
sp,1820,Mareca strepera,02.06.08,,Anas strepera,391
sp,1830,Sibirionetta formosa,02.06.08,,Anas formosa,370
sp,1840,Anas crecca,02.06.08,,Anas crecca,444
o,1841,Anas crecca crecca,10.01.2024,Obsolete code. Monotypic species.,Anas crecca crecca,NA
sp,1842,Anas carolinensis,02.06.08,,Anas crecca carolinensis,447
o,1843,Anas crecca nimia,10.01.2024,Obsolete code. Subspecies no longer recognized.,Anas crecca nimia,NA
sp,1850,Anas capensis,02.06.08,,Anas capensis,429
sp,1860,Anas platyrhynchos,02.06.08,,Anas platyrhynchos,420
ssp,1861,Anas platyrhynchos platyrhynchos,09.11.09,,Anas platyrhynchos platyrhynchos,421
ssp,1862,Anas platyrhynchos conboschas,09.11.09,,Anas platyrhynchos conboschas,422
f,1863,Anas platyrhynchos var. domestica,10.01.2024,,Anas platyrhynchos domestica,NA
sp,1870,Anas rubripes,02.06.08,,Anas rubripes,426
sp,1880,Anas poecilorhyncha,02.06.08,,Anas poecilorhyncha,415
sp,1890,Anas acuta,02.06.08,,Anas acuta,442
sp,1900,Anas bahamensis,02.06.08,,Anas bahamensis,430
sp,1910,Spatula querquedula,02.06.08,,Anas querquedula,371
sp,1920,Spatula discors,02.06.08,,Anas discors,385
sp,1930,Spatula cyanoptera,02.06.08,,Anas cyanoptera,379
sp,1940,Spatula clypeata,02.06.08,,Anas clypeata,390
a,1949,Anas sp.,02.06.08,,Anas sp.,NA
sp,1950,Marmaronetta angustirostris,02.06.08,,Marmaronetta angustirostris,474
sp,1960,Netta rufina,02.06.08,,Netta rufina,476
sp,1970,Aythya valisineria,02.06.08,,Aythya valisineria,481
sp,1980,Aythya ferina,02.06.08,,Aythya ferina,483
sp,1990,Aythya americana,02.06.08,,Aythya americana,482
sp,2000,Aythya collaris,02.06.08,,Aythya collaris,491
sp,2010,Aythya baeri,02.06.08,,Aythya baeri,488
sp,2020,Aythya nyroca,02.06.08,,Aythya nyroca,489
sp,2030,Aythya fuligula,02.06.08,,Aythya fuligula,492
sp,2040,Aythya marila,02.06.08,,Aythya marila,493
sp,2050,Aythya affinis,02.06.08,,Aythya affinis,496
a,2059,Aythya sp.,02.06.08,,Aythya sp.,NA
sp,2060,Somateria mollissima,02.06.08,,Somateria mollissima,501
ssp,2061,Somateria mollissima mollissima,02.06.08,,Somateria mollissima mollissima,507
ssp,2062,Somateria mollissima faeroeensis,02.06.08,,Somateria mollissima faeroeensis,506
ssp,2063,Somateria mollissima borealis,02.06.08,,Somateria mollissima borealis,503
ssp,2064,Somateria mollissima v-nigrum,10.01.2024,,Somateria mollissima nigrum,502
sp,2070,Somateria spectabilis,02.06.08,,Somateria spectabilis,500
sp,2080,Somateria fischeri,02.06.08,,Somateria fischeri,499
a,2089,Somateria sp.,02.06.08,,Somateria sp.,NA
sp,2090,Polysticta stelleri,02.06.08,,Polysticta stelleri,497
sp,2100,Camptorhynchus labradorius,10.01.2024,Extinct,Camptorhynchus labradorius,498
sp,2110,Histrionicus histrionicus,02.06.08,,Histrionicus histrionicus,508
sp,2120,Clangula hyemalis,02.06.08,,Clangula hyemalis,520
sp,2130,Melanitta nigra,02.06.08,,Melanitta nigra,516
o,2131,Obsolete code,10.01.2024,Duplicated species; use 02130,Melanitta nigra nigra,NA
sp,2132,Melanitta americana,02.06.08,,Melanitta nigra americana,518
sp,2140,Melanitta perspicillata,02.06.08,,Melanitta perspicillata,509
sp,2150,Melanitta fusca,02.06.08,,Melanitta fusca,510
o,2151,Obsolete code,,Duplicated species; use 02150,Melanitta fusca fusca,NA
sp,2152,Melanitta deglandi,02.06.08,,Melanitta fusca deglandi,512
sp,2153,Melanitta stejnegeri,02.06.08,,Melanitta fusca stejnegeri,514
sp,2160,Bucephala albeola,02.06.08,,Bucephala albeola,521
sp,2170,Bucephala islandica,02.06.08,,Bucephala islandica,525
sp,2180,Bucephala clangula,02.06.08,,Bucephala clangula,522
sp,2190,Lophodytes cucullatus,02.06.08,,Mergus cucullatus,527
sp,2200,Mergellus albellus,02.06.08,,Mergus albellus,526
sp,2210,Mergus serrator,02.06.08,,Mergus serrator,534
sp,2220,Mergus squamatus,02.06.08,,Mergus squamatus,537
sp,2230,Mergus merganser,02.06.08,,Mergus merganser,530
a,2239,Mergus sp.,10.01.2024,Extent of code has changed over time. All former Mergus species were included.,Mergus sp.,NA
sp,2240,Nomonyx dominicus,02.06.08,,Oxyura dominica,539
sp,2250,Oxyura jamaicensis,10.01.2024,Excludes Oxyura ferruginea,Oxyura jamaicensis,540
sp,2260,Oxyura leucocephala,02.06.08,,Oxyura leucocephala,549
sp,2270,Cathartes aura,02.06.08,,Cathartes aura,8096
sp,2280,Coragyps atratus,02.06.08,,Coragyps atratus,8092
sp,2290,Gymnogyps californianus,02.06.08,,Gymnogyps californianus,8089
sp,2300,Chondrohierax uncinatus,02.06.08,,Chondrohierax uncinatus,8149
sp,2310,Pernis apivorus,02.06.08,,Pernis apivorus,8155
sp,2320,Pernis ptilorhynchus,02.06.08,,Pernis ptilorhyncus,8156
sp,2330,Elanoides forficatus,02.06.08,,Elanoides forficatus,8168
sp,2340,Elanus leucurus,02.06.08,,Elanus leucurus,8121
sp,2350,Elanus caeruleus,02.06.08,,Elanus caeruleus,8114
sp,2360,Ictinia mississippiensis,02.06.08,,Ictinia mississippiensis,8666
sp,2370,Rostrhamus sociabilis,02.06.08,,Rostrhamus sociabilis,8671
sp,2380,Milvus migrans,09.03.2024,Excludes Milvus aegyptius,Milvus migrans,8628
ssp,2381,Milvus migrans migrans,04.10.19,,Milvus migrans migrans,8629
sp,2382,Milvus aegyptius,09.03.2024,,Milvus migrans aegyptius,NA
sp,2390,Milvus milvus,02.06.08,,Milvus milvus,8625
a,2399,Milvus sp.,02.06.08,,Milvus sp.,NA
sp,2400,Haliastur indus,02.06.08,,Haliastur indus,8639
sp,2410,Icthyophaga vocifer,09.03.2024,,Haliaeetus vocifer,8656
sp,2420,Haliaeetus leucoryphus,02.06.08,,Haliaeetus leucoryphus,8647
sp,2430,Haliaeetus albicilla,02.06.08,,Haliaeetus albicilla,8648
sp,2440,Haliaeetus leucocephalus,02.06.08,,Haliaeetus leucocephalus,8651
sp,2450,Haliaeetus pelagicus,02.06.08,,Haliaeetus pelagicus,8644
sp,2460,Gypaetus barbatus,02.06.08,,Gypaetus barbatus,8135
sp,2470,Neophron percnopterus,02.06.08,,Neophron percnopterus,8140
ssp,2471,Neophron percnopterus majorensis,09.03.2024,,Neophron pecnopetorus majorensis,8142
sp,2480,Necrosyrtes monachus,02.06.08,,Necrosyrtes monachus,8211
sp,2490,Gyps bengalensis,02.06.08,,Gyps bengalensis,8215
sp,2500,Gyps indicus,02.06.08,,Gyps indicus,8216
sp,2510,Gyps fulvus,02.06.08,,Gyps fulvus,8224
sp,2520,Gyps himalayensis,02.06.08,,Gyps himalayensis,8223
sp,2530,Gyps rueppelli,02.06.08,,Gyps rueppellii,8220
sp,2540,Torgos tracheliotos,02.06.08,,Torgos tracheliotus,8233
sp,2550,Aegypius monachus,02.06.08,,Aegypius monachus,8232
sp,2560,Circaetus gallicus,02.06.08,,Circaetus gallicus,8272
sp,2570,Terathopius ecaudatus,02.06.08,,Terathopius ecaudatus,8285
sp,2580,Spilornis cheela,02.06.08,,Spilornis cheela,8237
sp,2590,Geranospiza caerulescens,02.06.08,,Geranospiza caerulescens,8677
sp,2600,Circus aeruginosus,02.06.08,,Circus aeruginosus,8599
sp,2610,Circus cyaneus,09.03.2024,Excludes Circus hudsonius,Circus cyaneus,8617
sp,2620,Circus macrourus,02.06.08,,Circus macrourus,8622
sp,2630,Circus pygargus,02.06.08,,Circus pygargus,8624
