Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC14_1
sp,6690,Columba eversmanni,02.06.08,,Columba eversmanni,4452
sp,6700,Columba palumbus,02.06.08,,Columba palumbus,4454
sp,6710,Columba trocaz,02.06.08,,Columba trocaz,4461
sp,6720,Columba bollii,02.06.08,,Columba bollii,4463
sp,6730,Columba junoniae,02.06.08,,Columba junoniae,4465
sp,6740,Columba hodgsonii,02.06.08,,Columba hodgsonii,4473
sp,6750,Columba pulchricollis,02.06.08,,Columba pulchricollis,4475
sp,6760,Columba janthina,02.06.08,,Columba janthina,4481
sp,6770,Columba versicolor,02.06.08,,Columba versicolor,4485
sp,6780,Columba jouyi,02.06.08,,Columba jouyi,4486
sp,6790,Patagioenas leucocephala,02.06.08,,Columba leucocephala,4519
sp,6800,Patagioenas squamosa,02.06.08,,Columba squamosa,4520
sp,6810,Patagioenas fasciata,02.06.08,,Columba fasciata,4530
sp,6820,Patagioenas flavirostris,02.06.08,,Columba flavirostris,4552
a,6829,Columbiformes sp.,02.06.08,,Columba sp.,NA
sp,6830,Streptopelia roseogrisea,02.06.08,,Streptopelia roseogrisea,4627
f,6831,Streptopelia roseogrisea var. risoria,10.01.2024,,Streptopelia risoria f. domest.,NA
sp,6840,Streptopelia decaocto,02.06.08,,Streptopelia decaocto,4622
sp,6850,Streptopelia semitorquata,02.06.08,,Streptopelia semitorquata,4642
sp,6860,Streptopelia tranquebarica,02.06.08,,Streptopelia tranquebarica,4665
sp,6870,Streptopelia turtur,02.06.08,,Streptopelia turtur,4600
sp,6880,Streptopelia lugens,02.06.08,,Streptopelia lugens,4606
sp,6890,Streptopelia orientalis,02.06.08,,Streptopelia orientalis,4611
ssp,6891,Streptopelia orientalis meena,19.03.12,,Streptopelia (orientalis) meenae,4612
ssp,6892,Streptopelia orientalis orientalis,10.01.2024,,,4613
sp,6900,Spilopelia senegalensis,02.06.08,,Streptopelia senegalensis,4679
ssp,6901,Spilopelia senegalensis senegalensis,02.06.08,,Streptopelia senegalensis senegalensis,4683
ssp,6902,Spilopelia senegalensis phoenicophila,02.06.08,,Streptopelia senegalensis phoenicophila,4680
sp,6910,Spilopelia chinensis,02.06.08,,Streptopelia chinensis,4669
a,6919,Streptopelia sp.,02.06.08,Extent of code has changed over time. All former Streptopelia species were included.,Streptopelia sp.,NA
sp,6920,Oena capensis,02.06.08,,Oena capensis,4787
sp,6930,Chalcophaps indica,02.06.08,,Chalcophaps indica,4790
sp,6940,Ectopistes migratorius,10.01.2024,Extinct,Ectopistes migratorius,5024
sp,6950,Zenaida macroura,02.06.08,,Zenaida macroura,5025
sp,6960,Zenaida aurita,02.06.08,,Zenaida aurita,5046
sp,6970,Zenaida asiatica,02.06.08,,Zenaida asiatica,5053
sp,6980,Columbina passerina,02.06.08,,Columbigallina passerina,4869
sp,6990,Columbina squammata,02.06.08,,Scardafella squammata,4866
sp,7000,Leptotila verreauxi,02.06.08,,Leptotila verreauxi,4951
sp,7010,Geotrygon chrysia,02.06.08,,Geotrygon chrysia,4946
sp,7020,Geotrygon montana,02.06.08,,Geotrygon montana,4935
sp,7030,Treron waalia,02.06.08,,Treron waalia,5225
sp,7040,Treron sphenurus,02.06.08,,Treron sphenura,5262
sp,7050,Treron sieboldii,02.06.08,,Treron sieboldii,5270
sp,7060,Treron formosae,02.06.08,,Treron formosae,5279
sp,7070,Psittacara holochlorus,02.06.08,Excludes Psittacara brevipe; s and P. rubritorquis; s and P. rubritorquis,Aratinga holochlora,13506
sp,7080,Conuropsis carolinensis,02.06.08,Extinct,Conuropsis carolinensis,13456
sp,7090,Rhynchopsitta pachyrhyncha,02.06.08,,Rhynchopsitta pachyrhyncha,13424
sp,7100,Rhynchopsitta terrisi,02.06.08,,Rhynchopsitta terrisi,13425
sp,7110,Amazona leucocephala,02.06.08,,Amazona leucocephala,13222
sp,7120,Psittacula krameri,02.06.08,,Psittacula krameri,13746
sp,7130,Psittacula derbiana,02.06.08,,Psittacula derbiana,13729
sp,7140,Psittacula himalayana,02.06.08,,Psittacula himalayana,13710
sp,7150,Clamator jacobinus,02.06.08,,Clamator jacobinus,4077
sp,7160,Clamator glandarius,02.06.08,,Clamator glandarius,4075
sp,7170,Hierococcyx fugax,02.06.08,,Hierococcyx fugax,4316
sp,7180,Hierococcyx sparverioides,02.06.08,,Hierococcyx sparverioides,4305
sp,7190,Chrysococcyx maculatus,02.06.08,,Chrysococcyx maculatus,4189
sp,7200,Chrysococcyx caprius,02.06.08,,Chrysococcyx caprius,4194
sp,7210,Chrysococcyx klaas,02.06.08,,Chrysococcyx klaas,4195
sp,7220,Cacomantis merulinus,02.06.08,,Cacomantis merulinus,4254
sp,7230,Cuculus micropterus,02.06.08,,Cuculus micropterus,4329
sp,7240,Cuculus canorus,02.06.08,,Cuculus canorus,4343
sp,7250,Cuculus saturatus,02.06.08,,Cuculus saturatus,4336
sp,7260,Cuculus poliocephalus,02.06.08,,Cuculus poliocephalus,4326
sp,7270,Coccyzus erythropthalmus,02.06.08,,Coccyzus erythrophthalmus,4134
sp,7280,Coccyzus americanus,02.06.08,,Coccyzus americanus,4114
sp,7290,Coccyzus minor,02.06.08,,Coccyzus minor,4118
sp,7300,Coccyzus merlini,02.06.08,,Saurothera merlini,4140
sp,7310,Crotophaga ani,02.06.08,,Crotophaga ani,3866
sp,7320,Crotophaga sulcirostris,02.06.08,,Crotophaga sulcirostris,3867
sp,7330,Geococcyx californianus,02.06.08,,Geococcyx californianus,3884
sp,7340,Centropus senegalensis,02.06.08,,Centropus senegalensis,3934
sp,7350,Tyto alba,09.03.2024,Excludes Tyto furcata; T. javanica,Tyto alba,8867
ssp,7351,Tyto alba alba,02.06.08,,Tyto alba alba,8868
ssp,7352,Tyto alba guttata,02.06.08,,Tyto alba guttata,8869
sp,7360,Otus bakkamoena,09.03.2024,Excludes Otus lettia; ; O. semitorques; O. lempiji,Otus bakkamoena,9368
sp,7370,Otus sunia,02.06.08,,Otus sunia,9316
sp,7380,Otus brucei,02.06.08,,Otus brucei,9282
sp,7390,Otus scops,09.03.2024,Excludes Otus cyprius,Otus scops,9289
sp,7400,Psiloscops flammeolus,02.06.08,,Otus flammeolus,9549
sp,7410,Megascops asio,02.06.08,,Otus asio,9603
sp,7420,Megascops trichopsis,02.06.08,,Otus trichopsis,9555
sp,7430,Bubo virginianus,09.03.2024,Excludes Bubo magellanicus,Bubo virginianus,9448
sp,7440,Bubo bubo,02.06.08,Excludes Bubo ascalaphus; B. bengalensis,Bubo bubo,9470
sp,7450,Bubo africanus,09.03.2024,,Bubo africanus,9507
sp,7460,Ketupa blakistoni,09.03.2024,,Ketupa blakistoni,9517
sp,7470,Ketupa zeylonensis,02.06.08,,Ketupa zeylonensis,9522
sp,7480,Ketupa flavipes,02.06.08,,Ketupa flavipes,9527
sp,7490,Bubo scandiacus,02.06.08,,Nyctea scandiaca,9447
sp,7500,Surnia ulula,02.06.08,,Surnia ulula,9139
sp,7510,Glaucidium passerinum,02.06.08,,Glaucidium passerinum,9143
sp,7520,Glaucidium gnoma,09.03.2024,Excludes Glaucidium californicum; G. cobanense; G. hoskinsii,Glaucidium gnoma,9190
sp,7530,Glaucidium brasilianum,02.06.08,,Glaucidium brasilianum,9216
sp,7540,Taenioptynx brodiei,02.06.08,,Glaucidium brodiei,9045
sp,7550,Micrathene whitneyi,02.06.08,,Micrathene whitneyi,9051
sp,7560,Ninox scutulata,02.06.08,,Ninox scutulata,8983
sp,7570,Athene noctua,02.06.08,,Athene noctua,9103
sp,7580,Athene brama,02.06.08,,Athene brama,9121
sp,7590,Athene cunicularia,02.06.08,,Athene cunicularia,9080
sp,7600,Strix leptogrammica,02.06.08,,Strix leptogrammica,9679
sp,7610,Strix aluco,09.03.2024,Excludes Strix mauritanica,Strix aluco,9695
sp,7620,Strix butleri,09.03.2024,Excludes Strix hadorami,Strix butleri,9711
sp,7630,Strix varia,02.06.08,,Strix varia,9718
sp,7640,Strix occidentalis,02.06.08,,Strix occidentalis,9712
sp,7650,Strix uralensis,02.06.08,,Strix uralensis,9733
sp,7660,Strix nebulosa,02.06.08,,Strix nebulosa,9748
a,7669,Strix sp.,09.03.2024,,Strix sp.,NA
sp,7670,Asio otus,02.06.08,,Asio otus,9413
sp,7680,Asio flammeus,02.06.08,,Asio flammeus,9429
sp,7690,Asio capensis,02.06.08,,Asio capensis,9441
sp,7700,Aegolius funereus,02.06.08,,Aegolius funereus,9057
sp,7710,Aegolius acadicus,02.06.08,,Aegolius acadicus,9066
a,7719,Strigidae,02.06.08,,Strigidae,NA
sp,7720,Caprimulgus inornatus,02.06.08,,Caprimulgus inornatus,2095
sp,7730,Caprimulgus nubicus,02.06.08,,Caprimulgus nubicus,2029
ssp,7740,Caprimulgus europaeus plumipes,02.06.08,,Caprimulgus centralasicus,2016
sp,7750,Caprimulgus mahrattensis,02.06.08,,Caprimulgus mahrattensis,2028
sp,7760,Caprimulgus asiaticus,02.06.08,,Caprimulgus asiaticus,2079
sp,7770,Caprimulgus indicus,02.06.08,,Caprimulgus indicus,2002
sp,7780,Caprimulgus europaeus,02.06.08,,Caprimulgus europaeus,2010
sp,7790,Caprimulgus ruficollis,02.06.08,,Caprimulgus ruficollis,1999
sp,7800,Caprimulgus eximius,02.06.08,,Caprimulgus eximius,2035
sp,7810,Caprimulgus aegyptius,02.06.08,,Caprimulgus aegyptius,2025
sp,7820,Antrostomus carolinensis,02.06.08,,Caprimulgus carolinensis,1964
sp,7830,Antrostomus vociferus,10.01.2024,Excludes Antrostomus arizonae,Caprimulgus vociferus,1987
a,7839,Caprimulgidae sp.,02.06.08,Extent of the code has changed over time. Setopagus sp.; Antrostomus sp. Were included.,Caprimulgus spp.,NA
sp,7840,Phalaenoptilus nuttallii,02.06.08,,Phalaenoptilus nuttallii,1957
sp,7850,Nyctidromus albicollis,02.06.08,,Nyctidromus albicollis,1885
sp,7860,Chordeiles minor,02.06.08,,Chordeiles minor,1850
sp,7870,Chordeiles acutipennis,02.06.08,,Chordeiles acutipennis,1841
sp,7880,Cypseloides niger,02.06.08,,Cypseloides niger,2267
sp,7890,Aerodramus brevirostris,02.06.08,,Collocalia brevirostris,2378
sp,7900,Chaetura pelagica,02.06.08,,Chaetura pelagica,2511
sp,7910,Chaetura vauxi,10.01.2024,Excludes Chaetura andrei,Chaetura vauxi,2512
sp,7920,Hirundapus caudacutus,02.06.08,,Hirundapus caudacutus,2479
sp,7930,Apus alexandri,02.06.08,,Apus alexandri,2594
sp,7940,Apus unicolor,02.06.08,,Apus unicolor,2599
sp,7950,Apus apus,02.06.08,,Apus apus,2596
sp,7960,Apus pallidus,02.06.08,,Apus pallidus,2604
sp,7970,Apus pacificus,10.01.2024,Excludes Apus salimalii; A. leuconyx; A. cooki,Apus pacificus,2626
sp,7980,Tachymarptis melba,02.06.08,,Apus melba,2574
sp,7990,Apus caffer,02.06.08,,Apus caffer,2654
sp,8000,Apus affinis,02.06.08,,Apus affinis,2637
a,8009,Apus sp.,02.06.08,Extent of code has changed over time. Tachymarptis sp.; Nettapus sp.; Neafrapus sp. were included.,Apus spp.,NA
sp,8010,Aeronautes saxatalis,02.06.08,,Aeronautes saxatilis,2536
sp,8020,Cypsiurus parvus,02.06.08,,Cypsiurus parvus,2559
sp,8030,Riccordia ricordii,02.06.08,,Chlorostilbon ricordii,3336
sp,8040,Cynanthus latirostris,02.06.08,,Cynanthus latirostris,3344
sp,8050,Basilinna xantusii,02.06.08,,Hylocharis xantusii,3402
sp,8060,Basilinna leucotis,02.06.08,,Hylocharis leucotis,3398
sp,8070,Saucerottia beryllina,02.06.08,,Amazilia beryllina,3553
sp,8080,Amazilia yucatanensis,02.06.08,,Amazilia yucatanensis,3603
sp,8090,Amazilia tzacatl,02.06.08,,Amazilia tzacatl,3607
sp,8100,Ramosomyia violiceps,10.01.2024,,Amazilia violiceps,3537
sp,8110,Lampornis clemenciae,02.06.08,,Lampornis clemenciae,3234
sp,8120,Eugenes fulgens,10.01.2024,Excludes Eugenes spectabilis,Eugenes fulgens,3214
sp,8130,Nesophlox evelynae,10.01.2024,Excludes Nesophlox lyrura,Calliphlox evelynae,3304
sp,8140,Calothorax lucifer,02.06.08,,Calothorax lucifer,3296
sp,8150,Archilochus colubris,02.06.08,,Archilochus colubris,3299
sp,8160,Archilochus alexandri,02.06.08,,Archilochus alexandri,3298
sp,8170,Calypte costae,02.06.08,,Archilochus costae,3310
sp,8180,Calypte anna,02.06.08,,Archilochus anna,3309
sp,8190,Selasphorus calliope,02.06.08,,Stellula calliope,3311
sp,8200,Selasphorus heloisa,02.06.08,,Atthis heloisa,3321
sp,8210,Selasphorus platycercus,02.06.08,,Selasphorus platycercus,3318
sp,8220,Selasphorus rufus,02.06.08,,Selasphorus rufus,3314
sp,8230,Selasphorus sasin,02.06.08,,Selasphorus sasin,3315
sp,8240,Trogon mexicanus,02.06.08,,Trogon mexicanus,9959
sp,8250,Trogon elegans,02.06.08,,Trogon elegans,9952
sp,8260,Halcyon coromanda,02.06.08,,Halcyon coromanda,10354
sp,8270,Halcyon smyrnensis,02.06.08,Excludes Halcyon gularis,Halcyon smyrnensis,10366
sp,8280,Halcyon pileata,02.06.08,,Halcyon pileata,10380
sp,8290,Halcyon leucocephala,02.06.08,,Halcyon leucocephala,10381
sp,8300,Todiramphus cinnamominus,02.06.08,Code previously attributed strictly to the extinct and now regarded as doubtful valid ssp miyakoensis,Halcyon miyakoensis,10493
sp,8310,Alcedo atthis,02.06.08,,Alcedo atthis,10599
sp,8320,Chloroceryle americana,02.06.08,,Chloroceryle americana,10700
sp,8330,Ceryle rudis,02.06.08,,Ceryle rudis,10727
sp,8340,Megaceryle alcyon,02.06.08,,Ceryle alcyon,10724
sp,8350,Megaceryle torquata,02.06.08,,Ceryle torquata,10720
sp,8360,Megaceryle lugubris,02.06.08,,Ceryle lugubris,10712
sp,8370,Merops albicollis,02.06.08,,Merops albicollis,10840
a,8380,Merops orientalis sensu lato,02.06.08,Includes Merops viridissimus; M. cyanophrys,Merops orientalis,10850
a,8390,Merops superciliosus sensu lato,02.06.08,Includes Merops persicus,Merops superciliosus,10858
sp,8391,Merops superciliosus,02.06.08,Excludes Merops persicus,Merops superciliosus superciliosus,10859
ssp,8392,Merops persicus chrysocercus,02.06.08,,Merops superciliosus chrysocercus,10857
ssp,8393,Merops persicus persicus,02.06.08,,Merops superciliosus persicus,10855
sp,8400,Merops apiaster,02.06.08,,Merops apiaster,10875
sp,8410,Coracias garrulus,02.06.08,,Coracias garrulus,10211
sp,8420,Coracias abyssinicus,02.06.08,,Coracias abyssinicus,10210
sp,8430,Coracias benghalensis,02.06.08,,Coracias benghalensis,10198
sp,8440,Eurystomus glaucurus,02.06.08,,Eurystomus glaucurus,10218
sp,8450,Eurystomus orientalis,02.06.08,,Eurystomus orientalis,10225
sp,8460,Upupa epops,02.06.08,,Upupa epops,9986
ssp,8461,Upupa epops epops,02.06.08,,Upupa epops epops,9987
ssp,8462,Upupa epops ceylonensis,02.06.08,,Upupa epops ceylonensis,9990
ssp,8463,Upupa epops longirostris,02.06.08,,Upupa epops longirostris,9991
ssp,8464,Upupa epops major,02.06.08,,Upupa epops major,9992
ssp,8465,Upupa epops senegalensis,02.06.08,,Upupa epops senegalensis,9993
ssp,8466,Upupa epops waibeli,02.06.08,,Upupa epops waibeli,9994
sp,8467,Upupa africana,02.06.08,,Upupa epops africana,9995
sp,8468,Upupa marginata,02.06.08,,Upupa epops marginata,9997
sp,8470,Lophoceros nasutus,02.06.08,,Tockus nasutus,10081
sp,8480,Jynx torquilla,02.06.08,,Jynx torquilla,11625
ssp,8481,Jynx torquilla torquilla,02.06.08,,Jynx torquilla torquilla,11626
ssp,8482,Jynx torquilla tschusii,02.06.08,,Jynx torquilla tschusii,11631
ssp,8483,Jynx torquilla sarudnyi,02.06.08,,Jynx torquilla sarudnyi,11627
ssp,8484,Jynx torquilla chinensis,02.06.08,,Jynx torquilla chinensis,11628
ssp,8485,Jynx torquilla himalayana,02.06.08,,Jynx torquilla himalayana,11630
ssp,8486,Jynx torquilla mauretanica,02.06.08,,Jynx torquilla mauretanica,11632
sp,8490,Picumnus innominatus,02.06.08,,Picumnus innominatus,11639
sp,8500,Colaptes auratus,02.06.08,,Colaptes auratus,12383
ssp,8510,Colaptes auratus cafer,02.06.08,,Colaptes cafer,12385
sp,8520,Colaptes chrysoides,02.06.08,,Colaptes chrysoides,12400
sp,8530,Picus chlorolophus,02.06.08,,Picus chlorolophus,12573
sp,8540,Chrysophlegma flavinucha,02.06.08,,Picus flavinucha,12562
sp,8550,Picus canus,02.06.08,,Picus canus,12626
a,8560,Picus viridis sensu lato,02.06.08,Includes Picus sharpei,Picus viridis,12607
sp,8561,Picus viridis,02.06.08,Excludes Picus sharpei; P. vaillantii,Picus viridis viridis,12608
sp,8562,Picus sharpei,02.06.08,,Picus viridis sharpei,12618
sp,8570,Picus vaillantii,02.06.08,,Picus vaillantii,12620
sp,8580,Picus awokera,02.06.08,,Picus awokera,12603
sp,8590,Picus squamatus,02.06.08,,Picus squamatus,12600
sp,8600,Dendrocopos noguchii,02.06.08,,Sapheopipo noguchii,12275
sp,8610,Dinopium benghalense,02.06.08,,Dinopium benghalense,12658
sp,8620,Dryocopus pileatus,02.06.08,,Dryocopus pileatus,12492
sp,8630,Dryocopus martius,02.06.08,,Dryocopus martius,12516
sp,8640,Dryocopus javensis,02.06.08,,Dryocopus javensis,12497
sp,8650,Melanerpes carolinus,02.06.08,,Centurus carolinus,11830
sp,8660,Melanerpes aurifrons,02.06.08,Excludes Melanerpes santacruzi,Centurus aurifrons,11814
sp,8670,Melanerpes uropygialis,02.06.08,,Centurus uropygialis,11804
sp,8680,Melanerpes superciliaris,02.06.08,,Centurus superciliaris,11834
sp,8690,Melanerpes erythrocephalus,02.06.08,,Melanerpes erythrocephalus,11759
sp,8700,Melanerpes formicivorus,02.06.08,,Melanerpes formicivorus,11762
sp,8710,Melanerpes lewis,02.06.08,,Asyndesmus lewis,11756
sp,8720,Sphyrapicus varius,02.06.08,,Sphyrapicus varius,11845
sp,8730,Sphyrapicus nuchalis,02.06.08,,Sphyrapicus nuchalis,11847
sp,8740,Sphyrapicus ruber,02.06.08,,Sphyrapicus ruber,11849
sp,8750,Sphyrapicus thyroideus,02.06.08,,Sphyrapicus thyroideus,11842
sp,8760,Dendrocopos major,02.06.08,,Dendrocopos major,12246
ssp,8761,Dendrocopos major major,02.06.08,,Dendrocopos major major,12247
sp,8770,Dendrocopos leucopterus,02.06.08,,Dendrocopos leucopterus,12240
sp,8780,Dendrocopos syriacus,02.06.08,,Dendrocopos syriacus,12235
sp,8790,Dendrocopos assimilis,02.06.08,,Dendrocopos assimilis,12234
sp,8800,Dendrocopos himalayensis,02.06.08,,Dendrocopos himalayensis,12231
sp,8810,Dendrocopos darjellensis,02.06.08,,Dendrocopos darjellensis,12228
sp,8820,Dryobates cathpharius,02.06.08,Excludes Dryobates pernyii,Dendrocopos cathpharius,12094
sp,8830,Dendrocoptes medius,02.06.08,,Dendrocopos medius,11987
sp,8840,Dendrocopos leucotos,02.06.08,,Dendrocopos leucotos,12276
sp,8850,Dendrocopos hyperythrus,02.06.08,,Dendrocopos hyperythrus,12212
sp,8860,Dendrocoptes auriceps,02.06.08,,Dendrocopos auriceps,11984
sp,8870,Dryobates minor,02.06.08,,Dendrocopos minor,12102
sp,8880,Yungipicus canicapillus,02.06.08,,Dendrocopos canicapillus,11920
sp,8890,Yungipicus kizuki,02.06.08,,Dendrocopos kizuki,11952
sp,8900,Dendrocoptes dorae,02.06.08,,Dendrocopos dorae,11983
sp,8910,Dryobates scalaris,02.06.08,,Dendrocopos scalaris,12068
sp,8920,Dryobates nuttallii,02.06.08,,Dendrocopos nuttallii,12067
sp,8930,Dryobates pubescens,02.06.08,,Dendrocopos pubescens,12084
sp,8940,Leuconotopicus borealis,02.06.08,,Dendrocopos borealis,12170
sp,8950,Leuconotopicus arizonae,02.06.08,,Dendrocopos arizonae,12181
sp,8960,Leuconotopicus villosus,02.06.08,,Dendrocopos villosus,12187
sp,8970,Leuconotopicus albolarvatus,02.06.08,,Dendrocopos albolarvatus,12209
a,8979,Dendrocopos sp.,02.06.08,Extent of code haschanged over time. All former Dendrocopos species were included.,Dendrocopos sp.,NA
sp,8980,Picoides tridactylus,02.06.08,Excludes Picoides dorsalis,Dendrocopos tridactylus,11967
sp,8990,Picoides arcticus,02.06.08,,Dendrocopos arcticus,11982
sp,9000,Campephilus principalis,02.06.08,Probably extinct,Campephilus principalis,12546
sp,9010,Campephilus imperialis,02.06.08,Probably extinct,Campephilus imperialis,12550
sp,9020,Xiphorhynchus flavigaster,02.06.08,,Xiphorhynchus flavigaster,14719
sp,9030,Lepidocolaptes leucogaster,02.06.08,,Lepidocolaptes leucogaster,14799
sp,9040,Pachyramphus aglaiae,02.06.08,,Pachyramphus aglaiae,18588
sp,9050,Tityra semifasciata,02.06.08,,Tityra semifasciata,18473
sp,9060,Myiopagis viridicata,02.06.08,,Myiopagis viridicata,16848
sp,9070,Elaenia martinica,02.06.08,,Elaenia martinica,16866
sp,9080,Camptostoma imberbe,02.06.08,,Camptostoma imberbe,16930
sp,9090,Sayornis phoebe,02.06.08,,Sayornis phoebe,17570
sp,9100,Sayornis nigricans,02.06.08,,Sayornis nigricans,17571
sp,9110,Sayornis saya,02.06.08,,Sayornis saya,17578
sp,9120,Pyrocephalus rubinus,02.06.08,Excludes Pyrocephalus obscurus,Pyrocephalus rubinus,17688
sp,9130,Empidonax flaviventris,02.06.08,,Empidonax flaviventris,17647
sp,9140,Empidonax virescens,02.06.08,,Empidonax virescens,17648
sp,9150,Empidonax minimus,02.06.08,,Empidonax minimus,17659
sp,9160,Empidonax hammondii,02.06.08,,Empidonax hammondii,17660
sp,9170,Empidonax oberholseri,02.06.08,,Empidonax oberholseri,17661
sp,9180,Empidonax wrightii,02.06.08,,Empidonax wrightii,17662
sp,9190,Empidonax affinis,02.06.08,,Empidonax affinis,17663
sp,9200,Empidonax difficilis,02.06.08,Includes Empidonax occidentalis,Empidonax difficilis,17669
sp,9210,Empidonax albigularis,02.06.08,,Empidonax albigularis,17655
sp,9220,Empidonax traillii,02.06.08,,Empidonax traillii,17649
sp,9230,Empidonax alnorum,02.06.08,,Empidonax alnorum,17654
sp,9240,Empidonax fulvifrons,02.06.08,,Empidonax fulvifrons,17680
sp,9250,Xenotriccus mexicanus,02.06.08,,Xenotriccus mexicanus,17569
sp,9260,Mitrephanes phaeocercus,02.06.08,,Mitrephanes phaeocercus,17582
sp,9270,Contopus caribaeus,02.06.08,,Contopus caribaeus,17633
sp,9280,Contopus pertinax,02.06.08,,Contopus pertinax,17595
sp,9290,Contopus sordidulus,02.06.08,,Contopus sordidulus,17609
sp,9300,Contopus virens,02.06.08,,Contopus virens,17617
sp,9310,Contopus cooperi,02.06.08,,Contopus borealis,17594
sp,9320,Myiarchus tuberculifer,02.06.08,,Myiarchus tuberculifer,18040
sp,9330,Myiarchus nuttingi,02.06.08,,Myiarchus nuttingi,18077
sp,9340,Myiarchus cinerascens,02.06.08,,Myiarchus cinerascens,18074
sp,9350,Myiarchus stolidus,02.06.08,,Myiarchus stolidus,18098
sp,9360,Myiarchus tyrannulus,02.06.08,,Myiarchus tyrannulus,18083
sp,9370,Myiarchus crinitus,02.06.08,,Myiarchus crinitus,18082
sp,9380,Myiodynastes luteiventris,02.06.08,,Myiodynastes luteiventris,17956
sp,9390,Myiozetetes similis,02.06.08,,Myiozetetes similis,17909
sp,9400,Pitangus sulphuratus,02.06.08,,Pitangus sulphuratus,17924
sp,9410,Tyrannus vociferans,02.06.08,,Tyrannus vociferans,17987
sp,9420,Tyrannus verticalis,02.06.08,,Tyrannus verticalis,17993
sp,9430,Tyrannus crassirostris,02.06.08,,Tyrannus crassirostris,17990
sp,9440,Tyrannus couchii,02.06.08,,Tyrannus couchii,17986
sp,9450,Tyrannus dominicensis,02.06.08,,Tyrannus dominicensis,18001
sp,9460,Tyrannus cubensis,02.06.08,,Tyrannus cubensis,18004
sp,9470,Tyrannus caudifasciatus,02.06.08,,Tyrannus caudifasciatus,18005
sp,9480,Tyrannus tyrannus,02.06.08,,Tyrannus tyrannus,18000
o,9490,Obsolete code,02.06.08,Duplicated species; use 09480,Muscivora tyrannus,NA
sp,9500,Tyrannus forficatus,02.06.08,,Muscivora forficata,17994
sp,9510,Pitta brachyura,02.06.08,,Pitta brachyura,14350
,9520,Mirafra javanica cantillans,04.03.23,,Mirafra cantillans,24013
,9521,Mirafra javanica,04.03.23,,,24008
,9530,Eremopterix nigriceps,02.06.08,,Eremopterix nigriceps,23866
,9540,Eremalauda dunni,02.06.08,,Eremalauda dunni,24285
,9550,Ammomanes cinctura,02.06.08,,Ammomanes cincturus,23857
,9560,Ammomanes phoenicura,02.06.08,,Ammomanes phoenicurus,23861
,9570,Ammomanes deserti,02.06.08,,Ammomanes deserti,23831
,9580,Alaemon alaudipes,02.06.08,,Alaemon alaudipes,23779
,9590,Chersophilus duponti,02.06.08,,Chersophilus duponti,24282
,9600,Ramphocoris clotbey,02.06.08,,Ramphocoris clotbey,23830
,9610,Melanocorypha calandra,02.06.08,,Melanocorypha calandra,24272
,9620,Melanocorypha bimaculata,02.06.08,,Melanocorypha bimaculata,24268
,9621,Melanocorypha bimaculata bimaculata,02.06.08,,Melanocorypha bimaculata bimaculata,NA
,9622,Melanocorypha bimaculata refescens,02.06.08,,Melanocorypha bimaculata refescens,NA
,9630,Melanocorypha maxima,02.06.08,,Melanocorypha maxima,24279
,9640,Melanocorypha mongolica,02.06.08,,Melanocorypha mongolica,24278
,9650,Alauda leucoptera,02.06.08,,Melanocorypha leucoptera,24091
,9660,Melanocorypha yeltoniensis,02.06.08,,Melanocorypha yeltoniensis,24277
,9670,Calandrella cinerea,02.06.08,,Calandrella cinerea,24247
,9680,Calandrella brachydactyla,02.06.08,,Calandrella brachydactyla,24259
,9690,Calandrella acutirostris,02.06.08,,Calandrella acutirostris,24234
,9700,Alaudala rufescens,02.06.08,,Calandrella rufescens,24305
,9701,Alaudala rufescens rufescens,02.06.08,,Calandrella rufescens rufescens,24306
,9702,Alaudala rufescens cheleensis,09.11.09,calandrella cheleensis,Calandrella rufescens cheleensis,NA
,9710,Alaudala raytal,02.06.08,,Calandrella raytal,24316
,9720,Galerida cristata,02.06.08,,Galerida cristata,24147
,9730,Galerida theklae,02.06.08,,Galerida theklae,24134
,9739,Galerida sp.,02.06.08,,Galerida sp.,NA
,9740,Lullula arborea,02.06.08,,Lullula arborea,24066
,9750,Alauda gulgula,02.06.08,,Alauda gulgula,24093
,9760,Alauda arvensis,02.06.08,,Alauda arvensis,24107
,9770,Alauda razae,02.06.08,,Alauda razae,24092
,9780,Eremophila alpestris,02.06.08,,Eremophila alpestris,24188
,9790,Eremophila bilopha,02.06.08,,Eremophila bilopha,24233
,9799,Alaudidae sp.,02.06.08,,Alauda sp.,NA
,9800,Riparia paludicola,02.06.08,,Riparia paludicola,24910
,9810,Riparia riparia,02.06.08,,Riparia riparia,24923
,9811,Riparia riparia riparia,09.11.09,,Riparia riparia riparia,24924
,9812,Riparia riparia ijimae,09.11.09,,Riparia riparia ijimae,24927
,9813,Riparia diluta,09.11.09,,Riparia riparia diluta,24930
,9814,Riparia riparia shelleyi,09.11.09,,Riparia riparia shelleyi,24928
,9820,Stelgidopteryx ruficollis,02.06.08,,Stelgidopteryx ruficollis,24985
,9830,Tachycineta bicolor,02.06.08,,Tachycineta bicolor,24937
,9840,Tachycineta albilinea,02.06.08,,Tachycineta albilinea,24942
,9850,Tachycineta thalassina,02.06.08,,Tachycineta thalassina,24950
